0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,2,-1
0,0,-1
0,0,-1
0,0,-1
0,6,-1
0,1,-1
0,0,-1
0,1,-1
0,0,-1
0,3,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,2,1
0,8,1
0,7,1
0,16,1
0,3,1
0,6,1
0,0,1
0,28,1
0,0,1
0,7,1
0,7,1
0,7,1
0,16,1
1,0,1
1,12,1
0,0,1
1,16,1
0,0,1
0,8,1
2,3,1
2,7,1
0,2,1
0,4,1
0,6,1
0,0,1
2,2,1
0,4,1
0,0,1
0,4,1
0,6,1
0,8,1
0,0,1
0,8,1
0,7,1
0,0,1
0,23,1
0,29,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,1,1
0,0,1
0,1,1
0,0,1
0,0,1
0,0,1
0,1,1
0,1,1
0,10,1
0,4,1
1,5,1
0,7,-1
0,6,1
1,9,1
0,3,1
1,3,1
0,0,1
3,14,1
0,0,1
2,16,1
0,17,1
1,11,1
4,25,1
0,0,1
5,20,1
0,0,1
0,7,1
0,19,1
0,0,1
0,0,1
2,35,1
0,8,1
0,11,1
0,1,1
0,6,1
1,13,1
1,13,1
1,20,1
2,20,1
0,20,1
0,5,1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,1,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,5,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,3,-1
0,0,-1
0,3,-1
0,15,-1
0,0,-1
0,0,-1
0,9,-1
0,0,-1
0,15,-1
0,0,-1
0,18,-1
0,7,-1
0,0,-1
0,5,-1
0,0,-1
0,5,-1
0,0,-1
0,8,-1
0,0,-1
0,0,-1
0,58,-1
1,0,-1
1,11,-1
2,141,-1
0,47,-1
1,89,-1
3,122,-1
5,138,-1
0,161,-1
0,205,-1
3,420,-1
3,495,-1
4,245,-1
3,352,-1
3,341,-1
4,362,-1
3,447,-1
4,476,-1
2,575,-1
3,518,-1
2,510,-1
4,457,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,1,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
1,2,-1
0,0,-1
0,0,-1
0,4,-1
1,7,-1
0,0,-1
0,2,-1
1,13,-1
0,18,-1
0,26,-1
0,0,-1
0,24,-1
2,48,-1
0,51,-1
0,114,-1
4,46,-1
1,119,-1
3,73,-1
4,97,-1
3,149,-1
2,103,-1
5,175,-1
5,153,-1
5,83,-1
1,11,-1
7,143,-1
7,206,-1
5,224,-1
12,311,-1
4,308,-1
10,266,-1
10,325,-1
5,270,-1
10,392,-1
8,397,-1
9,501,-1
8,444,-1
8,343,-1
10,261,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,1,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,1,-1
0,4,-1
0,2,-1
0,2,-1
0,0,-1
0,7,-1
0,9,-1
0,4,-1
0,4,-1
0,15,-1
0,22,-1
0,15,-1
